id,kural_number,text,active
quote_0693,693,"போற்றின் அரியவை போற்றல் கடுத்தபின்
தேற்றுதல் யார்க்கும் அரிது.",1
quote_0694,694,"செவிச்சொல்லும் சேர்ந்த நகையும் அவித்தொழுகல்
ஆன்ற பெரியா ரகத்து.",1
quote_0695,695,"எப்பொருளும் ஓரார் தொடரார்மற் றப்பொருளை
விட்டக்கால் கேட்க மறை.",1
quote_0696,696,"குறிப்பறிந்து காலங் கருதி வெறுப்பில
வேண்டுப வேட்பச் சொலல்.",1
quote_0697,697,"வேட்பன சொல்லி வினையில எஞ்ஞான்றும்
கேட்பினும் சொல்லா விடல்.",1
quote_0698,698,"இளையர் இனமுறையர் என்றிகழார் நின்ற
ஒளியோடு ஒழுகப் படும்.",1
quote_0699,699,"கொளப்பட்டேம் என்றெண்ணிக் கொள்ளாத செய்யார்
துளக்கற்ற காட்சி யவர்.",1
quote_0700,700,"பழையம் எனக்கருதிப் பண்பல்ல செய்யும்
கெழுதகைமை கேடு தரும்.",1
quote_0701,701,"கூறாமை நோக்க஧க் குறிப்பறிவான் எஞ்ஞான்றும்
மாறாநீர் வையக் கணி.",1
quote_0702,702,"ஐயப் படாஅது அகத்தது உணர்வானைத்
தெய்வத்தோ டொப்பக் கொளல்.",1
quote_0703,703,"குறிப்பிற் குறிப்புணர் வாரை உறுப்பினுள்
யாது கொடுத்தும் கொளல்.",1
quote_0704,704,"குறித்தது கூறாமைக் கொள்வாரோ டேனை
உறுப்போ ரனையரால் வேறு.",1
quote_0705,705,"குறிப்பிற் குறிப்புணரா வாயின் உறுப்பினுள்
என்ன பயத்தவோ கண்?",1
quote_0706,706,"அடுத்தது காட்டும் பளிங்குபோல் நெஞ்சம்
கடுத்தது காட்டும் முகம்.",1
quote_0707,707,"முகத்தின் முதுக்குறைந்தது உண்டோ உவப்பினும்
காயினும் தான்முந் துறும்.",1
quote_0708,708,"முகம்நோக்கி நிற்க அமையும் அகம்நோக்கி
உற்ற துணர்வார்ப் பெறின்.",1
quote_0709,709,"பகைமையும் கேண்மையும் கண்ணுரைக்கும் கண்ணின்
வகைமை உணர்வார்ப் பெறின்.",1
quote_0710,710,"நுண்ணியம் என்பார் அளக்குங்கோல் காணுங்கால்
கண்ணல்லது இல்லை பிற.",1
quote_0711,711,"அவையறிநது ஆராய்ந்து சொல்லுக சொல்லின்
தொகையறிந்த தூய்மை யவர்.",1
quote_0712,712,"இடைதெரிந்து நன்குணர்ந்து சொல்லுக சொல்லின்
நடைதெரிந்த நன்மை யவர்.",1
quote_0713,713,"அவையறியார் சொல்லல்மேற் கொள்பவர் சொல்லின்
வகையறியார் வல்லதூஉம் இல்.",1
quote_0714,714,"ஒளியார்முன் ஒள்ளிய ராதல் வெளியார்முன்
வான்சுதை வண்ணம் கொளல்.",1
quote_0715,715,"நன்றென்ற வற்றுள்ளும் நன்றே முதுவருள்
முந்து கிளவாச் செறிவு.",1
quote_0716,716,"ஆற்றின் நிலைதளர்ந் தற்றே வியன்புலம்
ஏற்றுணர்வார் முன்னர் இழுக்கு.",1
quote_0717,717,"கற்றறிந்தார் கல்வி விளங்கும் கசடறச்
சொல்தெரிதல் வல்லார் அகத்து.",1
quote_0718,718,"உணர்வ துடையார்முன் சொல்லல் வளர்வதன்
பாத்தியுள் நீர்சொரிந் தற்று.",1
quote_0719,719,"புல்லவையுள் பொச்சாந்தும் சொல்லற்க நல்லவையுள்
நன்குசலச் சொல்லு வார்.",1
quote_0720,720,"அங்கணத்துள் உக்க அமிழ்தற்றால் தங்கணத்தார்
அல்லார்முன் கோட்டி கொளல்.",1
quote_0721,721,"வகையறிந்து வல்லவை வாய்சோரார் சொல்லின்
தொகையறிந்த தூய்மை யவர்.",1
quote_0722,722,"கற்றாருள் கற்றார் எனப்படுவர் கற்றார்முன்
கற்ற செலச்சொல்லு வார்.",1
quote_0723,723,"பகையகத்துச் சாவார் எளியர் அரியர்
அவையகத்து அஞ்சா தவர்.",1
quote_0724,724,"கற்றார்முன் கற்ற செலச்சொல்லித் தாம்கற்ற
மிக்காருள் மிக்க கொளல்.",1
quote_0725,725,"ஆற்றின் அளவறிந்து கற்க அவையஞ்சா
மாற்றங் கொடுத்தற் பொருட்டு.",1
quote_0726,726,"வாளொடென் வன்கண்ணர் அல்லார்க்கு நூலொடென்
நுண்ணவை அஞ்சு பவர்க்கு.",1
quote_0727,727,"பகையகத்துப் பேடிகை ஒள்வாள் அவையகத்து
அஞ்சு மவன்கற்ற நூல்.",1
quote_0728,728,"பல்லவை கற்றும் பயமிலரே நல்லவையுள்
நன்கு செலச்சொல்லா தார்.",1
quote_0729,729,"கல்லா தவரின் கடையென்ப கற்றறிந்தும்
நல்லா ரவையஞ்சு வார்.",1
quote_0730,730,"உளரெனினும் இல்லாரொடு ஒப்பர் களன்அஞ்சிக்
கற்ற செலச்சொல்லா தார்.",1
quote_0731,731,"தள்ளா விளையுளும் தக்காரும் தாழ்விலாச்
செல்வரும் சேர்வது நாடு.",1
quote_0732,732,"பெரும்பொருளால் பெட்டக்க தாகி அருங்கேட்டால்
ஆற்ற விளைவது நாடு.",1
quote_0733,733,"பொறையொருங்கு மேல்வருங்கால் தாங்கி இறைவற்கு
இறையொருங்கு நேர்வது நாடு.",1
quote_0734,734,"உறுபசியும் ஓவாப் பிணியும் செறுபகையும்
சேரா தியல்வது நாடு.",1
quote_0735,735,"பல்குழுவும் பாழ்செய்யும் உட்பகையும் வேந்தலைக்கும்
கொல்குறும்பும் இல்லது நாடு.",1
quote_0736,736,"கேடறியாக் கெட்ட இடத்தும் வளங்குன்றா
நாடென்ப நாட்டின் தலை.",1
quote_0737,737,"இருபுனலும் வாய்ந்த மலையும் வருபுனலும்
வல்லரணும் நாட்டிற்கு உறுப்பு.",1
quote_0738,738,"பிணியின்மை செல்வம் விளைவின்பம் ஏமம்
அணியென்ப நாட்டிவ் வைந்து.",1
quote_0739,739,"நாடென்ப நாடா வளத்தன நாடல்ல
நாட வளந்தரு நாடு.",1
quote_0740,740,"ஆங்கமை வெய்தியக் கண்ணும் பயமின்றே
வேந்தமை வில்லாத நாடு.",1
quote_0741,741,"ஆற்று பவர்க்கும் அரண்பொருள் அஞ்சித்தற்
போற்று பவர்க்கும் பொருள்.",1
quote_0742,742,"மணிநீரும் மண்ணும் மலையும் அணிநிழற்
காடும் உடைய தரண்.",1
quote_0743,743,"உயர்வகலம் திண்மை அருமைஇந் நான்கின்
அமைவரண் என்றுரைக்கும் நூல்.",1
quote_0744,744,"சிறுகாப்பிற் பேரிடத்த தாகி உறுபகை
ஊக்கம் அழிப்ப தரண்.",1
quote_0745,745,"கொளற்கரிதாய்க் கொண்டகூழ்த் தாகி அகத்தார்
நிலைக்கெளிதாம் நீரது அரண்.",1
quote_0746,746,"எல்லாப் பொருளும் உடைத்தாய் இடத்துதவும்
நல்லாள் உடையது அரண்.",1
quote_0747,747,"முற்றியும் முற்றா தெறிந்தும் அறைப்படுத்தும்
பற்றற் கரியது அரண்.",1
quote_0748,748,"முற்றாற்றி முற்றி யவரையும் பற்றாற்றிப்
பற்றியார் வெல்வது அரண்.",1
quote_0749,749,"முனைமுகத்து மாற்றலர் சாய வினைமுகத்து
வீறெய்தி மாண்ட தரண்.",1
quote_0750,750,"எனைமாட்சித் தாகியக் கண்ணும் வினைமாட்சி
இல்லார்கண் இல்லது அரண்.",1
quote_0751,751,"பொருளல் லவரைப் பொருளாகச் செய்யும்
பொருளல்லது இல்லை பொருள்.",1
quote_0752,752,"இல்லாரை எல்லாரும் எள்ளுவர் செல்வரை
எல்லாரும் செய்வர் சிறப்பு.",1
quote_0753,753,"பொருளென்னும் பொய்யா விளக்கம் இருளறுக்கும்
எண்ணிய தேயத்துச் சென்று.",1
quote_0754,754,"அறன்ஈனும் இன்பமும் ஈனும் திறனறிந்து
தீதின்றி வந்த பொருள்.",1
quote_0755,755,"அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்
புல்லார் புரள விடல்.",1
quote_0756,756,"உறுபொருளும் உல்கு பொருளும்தன் ஒன்னார்த்
தெறுபொருளும் வேந்தன் பொருள்.",1
quote_0757,757,"அருளென்னும் அன்பீன் குழவி பொருளென்னும்
செல்வச் செவிலியால் உண்டு.",1
quote_0758,758,"குன்றேறி யானைப் போர் கண்டற்றால்
தன்கைத்தொன்று உண்டாகச் செய்வான் வினை.",1
quote_0759,759,"செய்க பொருளைச் செறுநர் செருக்கறுக்கும்
எஃகதனிற் கூரிய தில்.",1
quote_0760,760,"ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள்
ஏனை இரண்டும் ஒருங்கு.",1
quote_0761,761,"உறுப்பமைந்து ஊறஞ்சா வெல்படை வேந்தன்
வெறுக்கையுள் எல்லாம் தலை.",1
quote_0762,762,"உலைவிடத்து ஊறஞ்சா வன்கண் தொலைவிடத்துத்
தொல்படைக் கல்லால் அரிது.",1
quote_0763,763,"ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை
நாகம் உயிர்ப்பக் கெடும்.",1
quote_0764,764,"அழிவின்றி அறைபோகா தாகி வழிவந்த
வன்க ணதுவே படை.",1
quote_0765,765,"கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்
ஆற்ற லதுவே படை.",1
quote_0766,766,"மறமானம் மாண்ட வழிச்செலவு தேற்றம்
எனநான்கே ஏமம் படைக்கு.",1
quote_0767,767,"தார்தாங்கிச் செல்வது தானை தலைவந்த
போர்தாங்கும் தன்மை அறிந்து.",1
quote_0768,768,"அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை
படைத்தகையால் பாடு பெறும்.",1
quote_0769,769,"சிறுமையும் செல்லாத் துனியும் வறுமையும்
இல்லாயின் வெல்லும் படை.",1
quote_0770,770,"நிலைமக்கள் சால உடைத்தெனினும் தானை
தலைமக்கள் இல்வழி இல்.",1
quote_0771,771,"என்னைமுன் நில்லன்மின் தெவ்விர் பலரென்னை
முன்நின்று கல்நின் றவர்.",1
quote_0772,772,"கான முயலெய்த அம்பினில் யானை
பிழைத்தவேல் ஏந்தல் இனிது.",1
quote_0773,773,"பேராண்மை என்ப தறுகண்ஒன் றுற்றக்கால்
ஊராண்மை மற்றதன் எஃகு.",1
quote_0774,774,"கைவேல் களிற்றொடு போக்கி வருபவன்
மெய்வேல் பறியா நகும்.",1
quote_0775,775,"விழித்தகண் வேல்கொண டெறிய அழித்திமைப்பின்
ஒட்டன்றோ வன்க ணவர்க்கு.",1
quote_0776,776,"விழுப்புண் படாதநாள் எல்லாம் வழுக்கினுள்
வைக்கும்தன் நாளை எடுத்து.",1
quote_0777,777,"சுழலும் இசைவேண்டி வேண்டா உயிரார்
கழல்யாப்புக் காரிகை நீர்த்து.",1
quote_0778,778,"உறின்உயிர் அஞ்சா மறவர் இறைவன்
செறினும் சீர்குன்றல் இலர்.",1
quote_0779,779,"இழைத்தது இகவாமைச் சாவாரை யாரே
பிழைத்தது ஒறுக்கிற் பவர்.",1
quote_0780,780,"புரந்தார்கண் நீர்மல்கச் சாகிற்பின் சாக்காடு
இரந்துகோள் தக்கது உடைத்து.",1
quote_0781,781,"செயற்கரிய யாவுள நட்பின் அதுபோல்
வினைக்கரிய யாவுள காப்பு.",1
quote_0782,782,"நிறைநீர நீரவர் கேண்மை பிறைமதிப்
பின்னீர பேதையார் நட்பு.",1
quote_0783,783,"நவில்தொறும் நூல்நயம் போலும் பயில்தொறும்
பண்புடை யாளர் தொடர்பு.",1
quote_0784,784,"நகுதற் பொருட்டன்று நட்டல் மிகுதிக்கண்
மேற்செனறு இடித்தற் பொருட்டு.",1
quote_0785,785,"புணர்ச்சி பழகுதல் வேண்டா உணர்ச்சிதான்
நட்பாங் கிழமை தரும்.",1
quote_0786,786,"முகநக நட்பது நட்பன்று நெஞ்சத்து
அகநக நட்பது நட்பு.",1
quote_0787,787,"அழிவி னவைநீக்கி ஆறுய்த்து அழிவின்கண்
அல்லல் உழப்பதாம் நட்பு.",1
quote_0788,788,"உடுக்கை இழந்தவன் கைபோல ஆங்கே
இடுக்கண் களைவதாம் நட்பு.",1
quote_0789,789,"நட்பிற்கு வீற்றிருக்கை யாதெனின் கொட்பின்றி
ஒல்லும்வாய் ஊன்றும் நிலை.",1
quote_0790,790,"இனையர் இவரெமக்கு இன்னம்யாம் என்று
புனையினும் புல்லென்னும் நட்பு.",1
quote_0791,791,"நாடாது நட் டலிற் கேடில்லை
நட்டபின் வீடில்லை நட்பாள் பவர்க்கு.",1
quote_0792,792,"ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை
தான்சாம் துயரம் தரும்.",1
quote_0793,793,"குணமும் குடிமையும் குற்றமும் குன்றா
இனனும் அறிந்தியாக்க நட்பு.",1
quote_0794,794,"குடிப்பிறந்து தன்கண் பழிநாணு வானைக்
கொடுத்தும் கொளல்வேண்டும் நட்பு.",1
quote_0795,795,"அழச்சொல்லி அல்லது இடித்து வழக்கறிய
வல்லார்நடபு ஆய்ந்து கொளல்.",1
quote_0796,796,"கேட்டினும் உண்டோ ர் உறுதி
கிளைஞரை நீட்டி அளப்பதோர் கோல்.",1
quote_0797,797,"ஊதியம் என்பது ஒருவற்குப் பேதையார்
கேண்மை ஒரீஇ விடல்.",1
quote_0798,798,"உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க
அல்லற்கண் ஆற்றறுப்பார் நட்பு.",1
quote_0799,799,"கெடுங்காலைக் கைவிடுவார் கேண்மை அடுங்காலை
உள்ளினும் உள்ளஞ் சுடும்.",1
quote_0800,800,"மருவுக மாசற்றார் கேண்மைஒன் றீத்தும்
ஒருவுக ஒப்பிலார் நட்பு.",1
quote_0801,801,"பழைமை எனப்படுவது யாதெனின் யாதும்
கிழமையைக் கீழ்ந்திடா நட்பு.",1
quote_0802,802,"நட்பிற் குறுப்புக் கெழுதகைமை மற்றதற்கு
உப்பாதல் சான்றோர் கடன்.",1
quote_0803,803,"பழகிய நட்பெவன் செய்யுங் கெழுதகைமை
செய்தாங்கு அமையாக் கடை.",1
quote_0804,804,"விழைதகையான் வேண்டி இருப்பர் கெழுதகையாற்
கேளாது நட்டார் செயின்.",1
quote_0805,805,"பேதைமை ஒன்றோ பெருங்கிழமை என்றுணர்க
நோதக்க நட்டார் செயின்.",1
quote_0806,806,"எல்லைக்கண் நின்றார் துறவார் தொலைவிடத்தும்
தொல்லைக்கண் நின்றார் தொடர்பு.",1
quote_0807,807,"அழிவந்த செய்யினும் அன்பறார் அன்பின்
வழிவந்த கேண்மை யவர்.",1
quote_0808,808,"கேளிழுக்கம் கேளாக் கெழுதகைமை வல்லார்க்கு
நாளிழுக்கம் நட்டார் செயின்.",1
quote_0809,809,"கெடாஅ வழிவந்த கேண்மையார் கேண்மை
விடாஅர் விழையும் உலகு.",1
quote_0810,810,"விழையார் விழையப் படுப பழையார்கண்
பண்பின் தலைப்பிரியா தார்.",1
quote_0811,811,"பருகுவார் போலினும் பண்பிலார் கேண்மை
பெருகலிற் குன்றல் இனிது.",1
quote_0812,812,"உறின்நட்டு அறின்ஙருஉம் ஒப்பிலார் கேண்மை
பெறினும் இழப்பினும் என்?",1
quote_0813,813,"உறுவது சீர்தூக்கும் நட்பும் பெறுவது
கொள்வாரும் கள்வரும் நேர்.",1
quote_0814,814,"அமரகத்து ஆற்றறுக்கும் கல்லாமா அன்னார்
தமரின் தனிமை தலை.",1
quote_0815,815,"செய்தேமஞ் சாராச் சிறியவர் புன்கேண்மை
எய்தலின் எய்தாமை நன்று.",1
quote_0816,816,"பேதை பெருங்கெழீஇ நட்பின் அறிவுடையார்
ஏதின்மை கோடி உறும்.",1
quote_0817,817,"நகைவகைய ராகிய நட்பின் பகைவரால்
பத்தடுத்த கோடி உறும்.",1
quote_0818,818,"ஒல்லும் கருமம் உடற்று பவர்கேண்மை
சொல்லாடார் சோர விடல்.",1
quote_0819,819,"கனவினும் இன்னாது மன்னோ வினைவேறு
சொல்வேறு பட்டார் தொடர்பு.",1
quote_0820,820,"எனைத்தும் குறுகுதல் ஓம்பல் மனைக்கெழீஇ
மன்றில் பழிப்பார் தொடர்பு.",1
quote_0821,821,"சீரிடம் காணின் எறிதற்குப் பட்
டடை நேரா நிரந்தவர் நட்பு.",1
quote_0822,822,"இனம்போன்று இனமல்லார் கேண்மை மகளிர்
மனம்போல வேறு படும்.",1
quote_0823,823,"பலநல்ல கற்றக் கடைத்து மனநல்லர்
ஆகுதல் மாணார்க் கரிது.",1
quote_0824,824,"முகத்தின் இனிய நகாஅ அகத்தின்னா
வஞ்சரை அஞ்சப் படும்.",1
quote_0825,825,"மனத்தின் அமையா தவரை எனைத்தொன்றும்
சொல்லினால் தேறற்பாற்று அன்று.",1
quote_0826,826,"நட்டார்போல் நல்லவை சொல்லினும் ஒட்டார்சொல்
ஒல்லை உணரப் படும்.",1
quote_0827,827,"சொல்வணக்கம் ஒன்னார்கண் கொள்ளற்க வில்வணக்கம்
தீங்கு குறித்தமை யான்.",1
quote_0828,828,"தொழுதகை யுள்ளும் படையொடுங்கும் ஒன்னார்
அழுதகண் ணீரும் அனைத்து.",1
quote_0829,829,"மிகச்செய்து தம்மெள்ளு வாரை நகச்செய்து
நட்பினுள் சாப்புல்லற் பாற்று.",1
quote_0830,830,"பகைநட்பாம் காலம் வருங்கால் முகநட்டு
அகநட்பு ஒரீஇ விடல்.",1
quote_0831,831,"பேதைமை என்பதொன்று யாதெனின் ஏதங்கொண்டு
ஊதியம் போக விடல்.",1
quote_0832,832,"பேதைமையுள் எல்லாம் பேதைமை காதன்மை
கையல்ல தன்கட் செயல்.",1
quote_0833,833,"நாணாமை நாடாமை நாரின்மை யாதொன்றும்
பேணாமை பேதை தொழில்",1
quote_0834,834,"ஓதி உணர்ந்தும் பிறர் க்குரைத்தும்
தானடங்காப் பேதையின் பேதையார் இல்.",1
quote_0835,835,"ஒருமைச் செயலாற்றும் பேதை எழுமையும்
தான்புக் கழுந்தும் அளறு.",1
quote_0836,836,"பொய்படும் ஒன்றோ புனைபூணும் கையறியாப்
பேதை வினைமேற் கொளின்.",1
quote_0837,837,"ஏதிலார் ஆரத் தமர்பசிப்பர் பேதை
பெருஞ்செல்வம் உற்றக் கடை.",1
quote_0838,838,"மையல் ஒருவன் களித்தற்றால் பேதைதன்
கையொன்று உடைமை பெறின்.",1
quote_0839,839,"பெரிதினிது பேதையார் கேண்மை பிரிவின்கண்
பீழை தருவதொன் றில்.",1
quote_0840,840,"கழாஅக்கால் பள்ளியுள் வைத்தற்றால் சான்றோர்
குழாஅத்துப் பேதை புகல்.",1
quote_0841,841,"அறிவின்மை இன்மையுள் இன்மை பிறிதின்மை
இன்மையா வையா துலகு.",1
quote_0842,842,"அறிவிலான் நெஞ்சுவந்து ஈதல் பிறிதியாதும்
இல்லை பெறுவான் தவம்.",1
quote_0843,843,"அறிவிலார் தாந்தம்மைப் பீழிக்கும் பீழை
செறுவார்க்கும் செய்தல் அரிது.",1
quote_0844,844,"வெண்மை எனப்படுவ தியாதெனின் ஒண்மை
உடையம்யாம் என்னும் செருக்கு.",1
quote_0845,845,"கல்லாத மேற்கொண் டொழுகல் கசடற
வல்லதூஉம் ஐயம் தரும்.",1
quote_0846,846,"அற்றம் மறைத்தலோ புல்லறிவு தம்வயின்
குற்றம் மறையா வழி.",1
quote_0847,847,"அருமறை சோரும் அறிவிலான் செய்யும்
பெருமிறை தானே தனக்கு.",1
quote_0848,848,"ஏவவும் செய்கலான் தான்தேறான் அவ்வுயிர்
போஒம் அளவுமோர் நோய்.",1
quote_0849,849,"காணாதான் காட்டுவான் தான்காணான் காணாதான்
கண்டானாம் தான்கண்ட வாறு.",1
quote_0850,850,"உலகத்தார் உண்டென்பது இல்லென்பான் வையத்து
அலகையா வைக்கப் படும்.",1
quote_0851,851,"இகலென்ப எல்லா உயிர்க்கும் பகலென்னும்
பண்பின்மை பார஧க்கும் நோய்.",1
quote_0852,852,"பகல்கருதிப் பற்றா செயினும் இகல்கருதி
இன்னாசெய் யாமை தலை.",1
quote_0853,853,"இகலென்னும் எவ்வநோய் நீக்கின் தவலில்லாத்
தாவில் விளக்கம் தரும்.",1
quote_0854,854,"இன்பத்துள் இன்பம் பயக்கும் இகலென்னும்
துன்பத்துள் துன்பங் கெடின்.",1
quote_0855,855,"இகலெதிர் சாய்ந்தொழுக வல்லாரை யாரே
மிக்லூக்கும் தன்மை யவர்.",1
quote_0856,856,"இகலின் மிகலினிது என்பவன் வாழ்க்கை
தவலும் கெடலும் நணித்து.",1
quote_0857,857,"மிகல்மேவல் மெய்ப்பொருள் காணார் இகல்மேவல்
இன்னா அறிவி னவர்.",1
quote_0858,858,"இகலிற்கு எதிர்சாய்தல் ஆக்கம் அதனை
மிக்லூக்கின் ஊக்குமாம் கேடு.",1
quote_0859,859,"இகல்காணான் ஆக்கம் வருங்கால் அதனை
மிகல்காணும் கேடு தரற்கு.",1
quote_0860,860,"இகலானாம் இன்னாத எல்லாம் நகலானாம்
நன்னயம் என்னும் செருக்கு.",1
quote_0861,861,"வலியார்க்கு மாறேற்றல் ஓம்புக ஓம்பா
மெலியார்மேல் மேக பகை.",1
quote_0862,862,"அன்பிலன் ஆன்ற துணையிலன் தான்துவ்வான்
என்பரியும் ஏதிலான் துப்பு.",1
quote_0863,863,"அஞ்சும் அறியான் அமைவிலன் ஈகலான்
தஞ்சம் எளியன் பகைக்கு.",1
quote_0864,864,"நீங்கான் வெகுளி நிறையிலன் எஞ்ஞான்றும்
யாங்கணும் யார்க்கும் எளிது.",1
quote_0865,865,"வழிநோக்கான் வாய்ப்பன செய்யான் பழிநோக்கான்
பண்பிலன் பற்றார்க்கு இனிது.",1
quote_0866,866,"காணாச் சினத்தான் கழிபெருங் காமத்தான்
பேணாமை பேணப் படும்.",1
quote_0867,867,"கொடுத்தும் கொளல்வேண்டும் மன்ற அடுத்திருந்து
மாணாத செய்வான் பகை.",1
quote_0868,868,"குணனிலனாய்க் குற்றம் பலவாயின் மாற்றார்க்கு
இனனிலனாம் ஏமாப் புடைத்து.",1
quote_0869,869,"செறுவார்க்குச் சேணிகவா இன்பம் அறிவிலா
அஞ்சும் பகைவர்ப் பெறின்.",1
quote_0870,870,"கல்லான் வெகுளும் சிறுபொருள் எஞ்ஞான்றும்
ஒல்லானை ஒல்லா தொளி.",1
quote_0871,871,"பகைஎன்னும் பண்பி லதனை ஒருவன்
நகையேயும் வேண்டற்பாற்று அன்று.",1
quote_0872,872,"வில்லேர் உழவர் பகைகொளினும் கொள்ளற்க
சொல்லேர் உழவர் பகை.",1
quote_0873,873,"ஏமுற் றவரினும் ஏழை தமியனாய்ப்
பல்லார் பகைகொள் பவன்.",1
quote_0874,874,"பகைநட்பாக் கொண்டொழுகும் பண்புடை யாளன்
தகைமைக்கண் தங்கிற்று உலகு.",1
quote_0875,875,"தன்துணை இன்றால் பகையிரண்டால் தான்ஒருவன்
இன்துணையாக் கொள்கவற்றின் ஒன்று.",1
quote_0876,876,"தேற஧னும் தேறா விடினும் அழிவின்கண்
தேறான் பகாஅன் விடல்.",1
quote_0877,877,"நோவற்க நொந்தது அறியார்க்கு மேவற்க
மென்மை பகைவர் அகத்து.",1
quote_0878,878,"வகையறிந்து தற்செய்து தற்காப்ப மாயும்
பகைவர்கண் பட்ட செருக்கு.",1
quote_0879,879,"இளைதாக முள்மரம் கொல்க களையுநர்
கைகொல்லும் காழ்த்த இடத்து.",1
quote_0880,880,"உயிர்ப்ப உளரல்லர் மன்ற செயிர்ப்பவர்
செம்மல் சிதைக்கலா தார்.",1
quote_0881,881,"நிழல்நீரும் இன்னாத இன்னா தமர்நீரும்
இன்னாவாம் இன்னா செயின்.",1
quote_0882,882,"வாள்போல பகைவரை அஞ்சற்க அஞ்சுக
கேள்போல் பகைவர் தொடர்பு.",1
quote_0883,883,"உட்பகை அஞ்சித்தற் காக்க உலைவிடத்து
மட்பகையின் மாணத் தெறும்.",1
quote_0884,884,"மனமாணா உட்பகை தோன்றின் இனமாணா
ஏதம் பலவும் தரும்.",1
quote_0885,885,"உறல்முறையான் உட்பகை தோன்றின் இறல்முறையான்
ஏதம் பலவும் தரும்.",1
quote_0886,886,"ஒன்றாமை ஒன்றியார் கட்படின் எஞ்ஞான்றும்
பொன்றாமை ஒன்றல் அரிது.",1
quote_0887,887,"செப்பின் புணர்ச்சிபோல் கூடினும் கூடாதே
உட்பகை உற்ற குடி.",1
quote_0888,888,"அரம்பொருத பொன்போலத் தேயும் உரம்பொருது
உட்பகை உற்ற குடி.",1
quote_0889,889,"எட்பக வன்ன சிறுமைத்தே ஆயினும்
உட்பகை உள்ளதாங் கேடு.",1
quote_0890,890,"உடம்பாடு இலாதவர் வாழ்க்கை குடங்கருள்
பாம்போடு உடனுறைந் தற்று.",1
quote_0891,891,"ஆற்றுவார் ஆற்றல் இகழாமை போற்றுவார்
போற்றலுள் எல்லாம் தலை.",1
quote_0892,892,"பெரியாரைப் பேணாது ஒழுகிற் பெரியாரால்
பேரா இடும்பை தரும்.",1
quote_0893,893,"கெடல்வேண்டின் கேளாது செய்க அடல்வேண்டின்
ஆற்று பவர்கண் இழுக்கு.",1
quote_0894,894,"கூற்றத்தைக் கையால் விளித்தற்றால் ஆற்றுவார்க்கு
ஆற்றாதார் இன்னா செயல்.",1
quote_0895,895,"யாண்டுச் சென்று யாண்டும் உளராகார்
வெந்துப்பின் வேந்து செறப்பட் டவர்.",1
quote_0896,896,"எரியால் சுடப்படினும் உய்வுண்டாம் உய்யார்
பெரியார்ப் பிழைத்தொழுகு வார்.",1
quote_0897,897,"வகைமாண்ட வாழ்க்கையும் வான்பொருளும் என்னாம்
தகைமாண்ட தக்கார் செறின்.",1
quote_0898,898,"குன்றன்னார் குன்ற மதிப்பின் குடியொடு
நின்றன்னார் மாய்வர் நிலத்து.",1
quote_0899,899,"ஏந்திய கொள்கையார் சீறின் இடைமுரிந்து
வேந்தனும் வேந்து கெடும்.",1
quote_0900,900,"இறந்தமைந்த சார்புடையர் ஆயினும் உய்யார்
சிறந்தமைந்த சீரார் செறின்.",1
quote_0901,901,"மனைவிழைவார் மாண்பயன் எய்தார் வினைவிழையார்
வேண்டாப் பொருளும் அது.",1
quote_0902,902,"பேணாது பெண்விழைவான் ஆக்கம் பெரியதோர்
நாணாக நாணுத் தரும்.",1
quote_0903,903,"இல்லாள்கண் தாழ்ந்த இயல்பின்மை எஞ்ஞான்றும்
நல்லாருள் நாணுத் தரும்.",1
quote_0904,904,"மனையாளை அஞ்சும் மறுமையி லாளன்
வினையாண்மை வீறெய்த லின்று.",1
quote_0905,905,"இல்லாளை அஞ்சுவான் அஞ்சுமற் றெஞ்ஞான்றும்
நல்லார்க்கு நல்ல செயல்.",1
quote_0906,906,"இமையாரின் வாழினும் பாடிலரே இல்லாள்
அமையார்தோள் அஞ்சு பவர்.",1
quote_0907,907,"பெண்ணேவல் செய்தொழுகும் ஆண்மையின் நாணுடைப்
பெண்ணே பெருமை உடைத்து.",1
quote_0908,908,"நட்டார் குறைமுடியார் நன்றாற்றார் நன்னுதலாள்
பெட் டாங்கு ஒழுகு பவர்.",1
quote_0909,909,"அறவினையும் ஆன்ற பொருளும் பிறவினையும்
பெண்ஏவல் செய்வார்கண் இல்.",1
quote_0910,910,"எண்சேர்ந்த நெஞ்சத் திடனுடையார்க்கு எஞ்ஞான்றும்
பெண்சேர்ந்தாம் பேதைமை இல்.",1
quote_0911,911,"அன்பின் விழையார் பொருள்விழையும் ஆய்தொடியார்
இன்சொல் இழுக்குத் தரும்.",1
quote_0912,912,"பயன்தூக்கிப் பண்புரைக்கும் பண்பின் மகளிர்
நயன்தூக்கி நள்ளா விடல்.",1
